"query.name" "subject" "SystematicName"
"571" "A_07_P003126" "ECs2879" "b2070"
"572" "A_07_P003139" "ECs2880" "b2072"
"573" "A_07_P003144" "ECs2881" "b2073"
"574" "A_07_P003146" "ECs2882" "b2074"
"575" "A_07_P003154" "ECs2883" "b2075"
"576" "A_07_P003159" "ECs2884" "b2076"
"577" "A_07_P003163" "ECs2885" "b2077"
"578" "A_07_P003170" "ECs2886" "b2078"
"579" "A_07_P003174" "ECs2887" "b2079"
"580" "A_07_P003180" "ECs2888" "b2080"
"581" "A_07_P003182" "ECs2889" "b2081"
"582" "A_07_P003195" "ECs2890" "b2084"
"583" "A_07_P003199" "ECs2891" "b2085"
"584" "A_07_P003204" "ECs2892" "b2086"
"585" "A_07_P003208" "ECs2893" "b2087"
"586" "A_07_P003211" "ECs2893" "b2090"
"587" "A_07_P003220" "ECs2894" "b2091"
"588" "A_07_P003225" "ECs2895" "b2092"
"589" "A_07_P003229" "ECs2896" "b2093"
"590" "A_07_P003233" "ECs2897" "b2094"
"591" "A_07_P003244" "ECs2899" "b2096"
"592" "A_07_P003250" "ECs2900" "b2097"
"593" "A_07_P003254" "ECs2901" "b2098"
"594" "A_07_P003256" "ECs2902" "b2099"
"595" "A_07_P003265" "ECs2903" "b2100"
"596" "A_07_P003270" "ECs2904" "b2101"
"597" "A_07_P003271" "ECs2905" "b2102"
"598" "A_07_P003278" "ECs2906" "b2103"
"599" "A_07_P003289" "ECs2911" "b2105"
"600" "A_07_P003293" "ECs2912" "b2106"
"601" "A_07_P003298" "ECs2913" "b2107"
"602" "A_07_P003310" "ECs2915" "b2109"
"603" "A_07_P003330" "ECs2919" "b2113"
"604" "A_07_P003331" "ECs2920" "b2114"
"609" "A_07_P003354" "ECs2925" "b2118"
"610" "A_07_P003356" "ECs2927" "b2119"
"611" "A_07_P003369" "ECs2930" "b2121"
"612" "A_07_P003374" "ECs2931" "b2122"
"613" "A_07_P003377" "ECs2934" "b2123"
"614" "A_07_P003385" "ECs2935" "b2124"
"615" "A_07_P003390" "ECs2936" "b2125"
"616" "A_07_P003391" "ECs2937" "b2126"
"617" "A_07_P003396" "ECs3014" "b2127"
"618" "A_07_P003401" "ECs3015" "b2128"
"619" "A_07_P003406" "ECs3016" "b2129"
"620" "A_07_P003412" "ECs3017" "b2130"
"621" "A_07_P003416" "ECs3018" "b2131"
"622" "A_07_P003421" "ECs3019" "b2132"
"623" "A_07_P003426" "ECs3020" "b2133"
"624" "A_07_P003433" "ECs3021" "b2134"
"625" "A_07_P003439" "ECs3022" "b2135"
"626" "A_07_P003442" "ECs3023" "b2136"
"627" "A_07_P003448" "ECs3024" "b2137"
"628" "A_07_P003454" "ECs3025" "b2138"
"629" "A_07_P003464" "ECs3026" "b2140"
"630" "A_07_P003467" "ECs3033" "b2141"
"631" "A_07_P003473" "ECs3034" "b2142"
"632" "A_07_P003479" "ECs3035" "b2143"
"633" "A_07_P003484" "ECs3036" "b2144"
"634" "A_07_P003488" "ECs3037" "b2145"
"635" "A_07_P003491" "ECs3038" "b2146"
"636" "A_07_P003500" "ECs3039" "b2147"
"641" "A_07_P003504" "ECs3040" "b2148"
"642" "A_07_P003507" "ECs3041" "b2149"
"643" "A_07_P003515" "ECs3042" "b2150"
"644" "A_07_P003519" "ECs3043" "b2151"
"645" "A_07_P003525" "ECs3044" "b2152"
"646" "A_07_P003527" "ECs3045" "b2153"
"647" "A_07_P003531" "ECs3046" "b2154"
"648" "A_07_P003540" "ECs3047" "b2155"
"649" "A_07_P003541" "ECs3048" "b2156"
"650" "A_07_P003546" "ECs3049" "b2157"
"651" "A_07_P003555" "ECs3050" "b2158"
"656" "A_07_P003556" "ECs3051" "b2159"
"657" "A_07_P003562" "ECs3052" "b2160"
"658" "A_07_P003568" "ECs3053" "b2161"
"659" "A_07_P003571" "ECs3054" "b2162"
"660" "A_07_P003576" "ECs3055" "b2163"
"661" "A_07_P003581" "ECs3056" "b2164"
"662" "A_07_P003589" "ECs3057" "b2165"
"663" "A_07_P003591" "ECs5186" "b4208"
"664" "A_07_P003600" "ECs5187" "b4209"
"665" "A_07_P003602" "ECs5188" "b4210"
"666" "A_07_P003606" "ECs5190" "b4211"
"667" "A_07_P003611" "ECs5189" "b4212"
"668" "A_07_P003616" "ECs5191" "b4213"
"669" "A_07_P003624" "ECs5192" "b4214"
"670" "A_07_P003634" "ECs5194" "b4216"
"671" "A_07_P003636" "ECs5195" "b4217"
"672" "A_07_P003641" "ECs5196" "b4218"
"673" "A_07_P003647" "ECs5197" "b4219"
"674" "A_07_P003651" "ECs5198" "b4220"
"675" "A_07_P003657" "ECs5199" "b4221"
"676" "A_07_P003664" "ECs5201" "b4222"
"677" "A_07_P003668" "ECs5201" "b4223"
"678" "A_07_P003673" "ECs5202" "b4224"
"679" "A_07_P003680" "ECs5203" "b4225"
"680" "A_07_P003684" "ECs5204" "b4226"
"681" "A_07_P003689" "ECs5205" "b4227"
"682" "A_07_P003691" "ECs5206" "b4228"
"683" "A_07_P003696" "ECs5206" "b4229"
"684" "A_07_P003703" "ECs5207" "b4230"
"685" "A_07_P003709" "ECs5208" "b4231"
"686" "A_07_P003714" "ECs5209" "b4232"
"687" "A_07_P003716" "ECs5210" "b4233"
"688" "A_07_P003722" "ECs5211" "b4234"
"689" "A_07_P003729" "ECs5212" "b4235"
"690" "A_07_P003731" "ECs5213" "b4236"
"691" "A_07_P003737" "ECs5214" "b4237"
"692" "A_07_P003742" "ECs5215" "b4238"
"693" "A_07_P003746" "ECs5216" "b4239"
"694" "A_07_P003751" "ECs5217" "b4240"
"695" "A_07_P003760" "ECs5218" "b4241"
"696" "A_07_P003761" "ECs5219" "b4242"
"697" "A_07_P003767" "ECs5220" "b4243"
"698" "A_07_P003774" "ECs5221" "b4244"
"699" "A_07_P003778" "ECs5222" "b4245"
"700" "A_07_P003786" "ECs5225" "b4248"
"701" "A_07_P003794" "ECs5226" "b4249"
"702" "A_07_P003799" "ECs5228" "b4250"
"703" "A_07_P003804" "ECs5228" "b4251"
"704" "A_07_P003810" "ECs5229" "b4252"
"705" "A_07_P003818" "ECs5231" "b4254"
"706" "A_07_P003824" "ECs5232" "b4255"
"707" "A_07_P003836" "ECs5235" "b4258"
"708" "A_07_P003845" "ECs5236" "b4259"
"709" "A_07_P003848" "ECs5237" "b4260"
"710" "A_07_P003851" "ECs5238" "b4261"
"711" "A_07_P003856" "ECs5239" "b4262"
"712" "A_07_P003863" "ECs5240" "b4263"
"713" "A_07_P003891" "ECs5241" "b4269"
"714" "A_07_P003900" "ECs3843" "b4271"
"715" "A_07_P003947" "lcl|NC_002128.1_gene_15" "b4283"
"716" "A_07_P003998" "ECs1373" "b4294"
"717" "A_07_P004077" "ECs5269" "b4310"
"718" "A_07_P004083" "ECs5270" "b4311"
"719" "A_07_P004086" "ECs5271" "b4312"
"720" "A_07_P004095" "ECs5272" "b4313"
"721" "A_07_P004101" "ECs5274" "b4315"
"722" "A_07_P004111" "ECs5276" "b4317"
"723" "A_07_P004120" "ECs5277" "b4318"
"724" "A_07_P004124" "ECs5278" "b4319"
"725" "A_07_P004128" "ECs5279" "b4320"
"726" "A_07_P004131" "ECs5280" "b4321"
"727" "A_07_P004138" "ECs5281" "b4322"
"728" "A_07_P004144" "ECs5282" "b4323"
"729" "A_07_P004150" "ECs5283" "b4324"
"730" "A_07_P004159" "ECs5285" "b4326"
"731" "A_07_P004170" "ECs5286" "b4328"
"732" "A_07_P004174" "ECs5287" "b4329"
"733" "A_07_P004185" "ECs5289" "b4331"
"734" "A_07_P004196" "ECs5297" "b4334"
"735" "A_07_P004201" "ECs5298" "b4335"
"736" "A_07_P004207" "ECs5299" "b4336"
"737" "A_07_P004214" "ECs5300" "b4337"
"738" "A_07_P004217" "ECs5301" "b4338"
"739" "A_07_P004227" "ECs0783" "b0755"
"740" "A_07_P004231" "ECs0784" "b0756"
"741" "A_07_P004240" "ECs0785" "b0757"
"742" "A_07_P004241" "ECs0786" "b0758"
"743" "A_07_P004246" "ECs0787" "b0759"
"744" "A_07_P004252" "ECs0788" "b0760"
"745" "A_07_P004260" "ECs0789" "b0761"
"746" "A_07_P004262" "ECs0790" "b0762"
"747" "A_07_P004270" "ECs0791" "b0763"
"748" "A_07_P004275" "ECs0792" "b0764"
"749" "A_07_P004279" "ECs0793" "b0765"
"750" "A_07_P004285" "ECs0794" "b0766"
"751" "A_07_P004288" "ECs0795" "b0767"
"752" "A_07_P004293" "ECs0796" "b0768"
"753" "A_07_P004302" "ECs0798" "b0770"
"754" "A_07_P004308" "ECs0799" "b0771"
"755" "A_07_P004315" "ECs0800" "b0772"
"756" "A_07_P004319" "ECs0851" "b0773"
"757" "A_07_P004325" "ECs0852" "b0774"
"758" "A_07_P004326" "ECs0853" "b0775"
"759" "A_07_P004331" "ECs0854" "b0776"
"760" "A_07_P004340" "ECs0855" "b0777"
"761" "A_07_P004343" "ECs0856" "b0778"
"762" "A_07_P004347" "ECs0857" "b0779"
"763" "A_07_P004351" "ECs0858" "b0780"
"764" "A_07_P004360" "ECs0859" "b0781"
"765" "A_07_P004361" "ECs0860" "b0782"
"766" "A_07_P004368" "ECs0861" "b0783"
"767" "A_07_P004379" "ECs0863" "b0785"
"768" "A_07_P004381" "ECs0864" "b0786"
"769" "A_07_P004387" "ECs0865" "b0787"
"770" "A_07_P004392" "ECs0866" "b0788"
"771" "A_07_P004398" "ECs0867" "b0789"
"772" "A_07_P004404" "ECs0868" "b0790"
"773" "A_07_P004406" "ECs0869" "b0791"
"774" "A_07_P004412" "ECs0870" "b0792"
"775" "A_07_P004418" "ECs0871" "b0793"
"776" "A_07_P004422" "ECs0872" "b0794"
"777" "A_07_P004426" "ECs0873" "b0795"
"778" "A_07_P004432" "ECs0874" "b0796"
"779" "A_07_P004438" "ECs0875" "b0797"
"780" "A_07_P004455" "ECs0878" "b0800"
"781" "A_07_P004457" "ECs0879" "b0801"
"782" "A_07_P004463" "ECs0880" "b0802"
"783" "A_07_P004466" "ECs0881" "b0803"
"784" "A_07_P004475" "ECs0882" "b0804"
"785" "A_07_P004476" "ECs0883" "b0805"
"786" "A_07_P004484" "ECs0884" "b0806"
"787" "A_07_P004487" "ECs0885" "b0807"
"788" "A_07_P004491" "ECs0886" "b0808"
"789" "A_07_P004500" "ECs0887" "b0809"
"790" "A_07_P004503" "ECs0888" "b0810"
"791" "A_07_P004510" "ECs0889" "b0811"
"792" "A_07_P004515" "ECs0890" "b0812"
"793" "A_07_P004518" "ECs0891" "b0813"
"794" "A_07_P004524" "ECs0892" "b0814"
"795" "A_07_P004528" "ECs0893" "b0815"
"796" "A_07_P004536" "ECs0894" "b0817"
"797" "A_07_P004542" "ECs0895" "b0818"
"798" "A_07_P004547" "ECs0896" "b0819"
"799" "A_07_P004555" "ECs0897" "b0820"
"800" "A_07_P004556" "ECs0898" "b0821"
"801" "A_07_P004564" "ECs0899" "b0822"
"802" "A_07_P004573" "ECs0902" "b0824"
"803" "A_07_P004579" "ECs0903" "b0825"
"804" "A_07_P004583" "ECs0904" "b0826"
"805" "A_07_P004586" "ECs0905" "b0827"
"806" "A_07_P004599" "ECs0908" "b0829"
"807" "A_07_P004603" "ECs0909" "b0830"
"808" "A_07_P004610" "ECs0910" "b0831"
"809" "A_07_P004614" "ECs0911" "b0832"
"810" "A_07_P004620" "ECs0912" "b0833"
"811" "A_07_P004626" "ECs0915" "b0835"
"812" "A_07_P004631" "ECs0916" "b0836"
"813" "A_07_P004637" "ECs0917" "b0837"
"814" "A_07_P004644" "ECs0918" "b0838"
"815" "A_07_P004647" "ECs0919" "b0839"
"816" "A_07_P004651" "ECs0920" "b0840"
"817" "A_07_P004660" "ECs0921" "b0841"
"818" "A_07_P004661" "ECs0922" "b0842"
"819" "A_07_P004670" "ECs0923" "b0843"
"820" "A_07_P004674" "ECs0924" "b0844"
"821" "A_07_P004677" "ECs0925" "b0845"
"822" "A_07_P004684" "ECs0926" "b0846"
"823" "A_07_P004688" "ECs0927" "b0847"
"824" "A_07_P004692" "ECs0928" "b0848"
"825" "A_07_P004696" "ECs0929" "b0849"
"826" "A_07_P004701" "ECs0930" "b0850"
"827" "A_07_P004708" "ECs0931" "b0851"
"828" "A_07_P004711" "ECs0932" "b0852"
"829" "A_07_P004718" "ECs0933" "b0853"
"830" "A_07_P004724" "ECs0934" "b0854"
"831" "A_07_P004730" "ECs0935" "b0855"
"832" "A_07_P004732" "ECs0936" "b0856"
"837" "A_07_P004742" "ECs0938" "b0858"
"838" "A_07_P004749" "ECs0939" "b0859"
"839" "A_07_P004751" "ECs0943" "b0860"
"840" "A_07_P004759" "ECs0944" "b0861"
"841" "A_07_P004761" "ECs0945" "b0862"
"842" "A_07_P004766" "ECs0946" "b0863"
"843" "A_07_P004773" "ECs0947" "b0864"
"844" "A_07_P004777" "ECs0948" "b0865"
"845" "A_07_P004784" "ECs0952" "b0866"
"846" "A_07_P004789" "ECs0953" "b0867"
"847" "A_07_P004791" "ECs0954" "b0868"
"848" "A_07_P004800" "ECs0955" "b0869"
"849" "A_07_P004805" "ECs0956" "b0870"
"850" "A_07_P004806" "ECs0957" "b0871"
"851" "A_07_P004813" "ECs0958" "b0872"
"852" "A_07_P004816" "ECs0959" "b0873"
"853" "A_07_P004824" "ECs0960" "b0874"
"854" "A_07_P004830" "ECs0961" "b0875"
"855" "A_07_P004834" "ECs0962" "b0876"
"856" "A_07_P004839" "ECs0963" "b0877"
"857" "A_07_P004841" "ECs0964" "b0878"
"858" "A_07_P004848" "ECs0965" "b0879"
"859" "A_07_P004854" "ECs0966" "b0880"
"860" "A_07_P004856" "ECs0967" "b0881"
"861" "A_07_P004862" "ECs0968" "b0882"
"862" "A_07_P004869" "ECs0969" "b0884"
"863" "A_07_P004874" "ECs0970" "b0885"
"864" "A_07_P004879" "ECs0971" "b0886"
"865" "A_07_P004881" "ECs0972" "b0887"
"866" "A_07_P004888" "ECs0973" "b0888"
"867" "A_07_P004893" "ECs0974" "b0889"
"868" "A_07_P004899" "ECs0975" "b0890"
"869" "A_07_P004904" "ECs0976" "b0891"
"870" "A_07_P004906" "ECs0977" "b0892"
"871" "A_07_P004911" "ECs0978" "b0893"
"872" "A_07_P004916" "ECs0979" "b0894"
"873" "A_07_P004924" "ECs0980" "b0895"
"874" "A_07_P004935" "ECs0982" "b0897"
"875" "A_07_P004939" "ECs0983" "b0898"
"876" "A_07_P004945" "ECs0984" "b0899"
"877" "A_07_P004958" "ECs0985" "b0902"
"878" "A_07_P004961" "ECs0986" "b0903"
"879" "A_07_P004969" "ECs0987" "b0904"
"880" "A_07_P004973" "ECs0988" "b0905"
"881" "A_07_P004976" "ECs0989" "b0906"
"882" "A_07_P004981" "ECs0990" "b0907"
"883" "A_07_P004990" "ECs0991" "b0908"
"884" "A_07_P004996" "ECs0993" "b0910"
"885" "A_07_P005002" "ECs0994" "b0911"
"886" "A_07_P005009" "ECs0995" "b0912"
"887" "A_07_P005017" "ECs0997" "b0914"
"888" "A_07_P005022" "ECs0998" "b0915"
"889" "A_07_P005026" "ECs0999" "b0916"
"890" "A_07_P005035" "ECs1000" "b0917"
"891" "A_07_P005040" "ECs1001" "b0918"
"892" "A_07_P005042" "ECs1002" "b0919"
"893" "A_07_P005049" "ECs1003" "b0920"
"894" "A_07_P005053" "ECs1004" "b0921"
"895" "A_07_P005056" "ECs1005" "b0922"
"896" "A_07_P005064" "ECs1006" "b0923"
"897" "A_07_P005066" "ECs1007" "b0924"
"898" "A_07_P005073" "ECs1008" "b0925"
"899" "A_07_P005076" "ECs1009" "b0926"
"900" "A_07_P005083" "ECs1010" "b0927"
"901" "A_07_P005088" "ECs1011" "b0928"
"902" "A_07_P005092" "ECs1012" "b0929"
"903" "A_07_P005096" "ECs1013" "b0930"
"904" "A_07_P005105" "ECs1014" "b0931"
"905" "A_07_P005106" "ECs1015" "b0932"
"906" "A_07_P005114" "ECs1016" "b0933"
"907" "A_07_P005118" "ECs1017" "b0934"
"908" "A_07_P005122" "ECs1018" "b0935"
"909" "A_07_P005134" "ECs1020" "b0937"
"910" "A_07_P005137" "ECs1021" "b0938"
"911" "A_07_P005162" "ECs1027" "b0943"
"912" "A_07_P005175" "ECs1029" "b0945"
"913" "A_07_P005180" "ECs1030" "b0946"
"914" "A_07_P005181" "ECs1031" "b0947"
"915" "A_07_P005186" "ECs1032" "b0948"
"916" "A_07_P005192" "ECs1033" "b0949"
"917" "A_07_P005197" "ECs1034" "b0950"
"918" "A_07_P005203" "ECs1035" "b0951"
"919" "A_07_P005209" "ECs1036" "b0952"
"920" "A_07_P005212" "ECs1037" "b0953"
"921" "A_07_P005216" "ECs1038" "b0954"
"922" "A_07_P005221" "ECs1039" "b0955"
"923" "A_07_P005226" "ECs1040" "b0956"
"924" "A_07_P005234" "ECs1041" "b0957"
"925" "A_07_P005240" "ECs1042" "b0958"
"926" "A_07_P005243" "ECs1043" "b0959"
"927" "A_07_P005250" "ECs1044" "b0960"
"928" "A_07_P005253" "ECs1045" "b0961"
"929" "A_07_P005259" "ECs1046" "b0962"
"930" "A_07_P005264" "ECs1047" "b0963"
"931" "A_07_P005268" "ECs1048" "b0964"
"932" "A_07_P005271" "ECs1049" "b0965"
"933" "A_07_P005278" "ECs1050" "b0966"
"934" "A_07_P005282" "ECs1051" "b0967"
"935" "A_07_P005289" "ECs1052" "b0968"
"936" "A_07_P005292" "ECs1053" "b0969"
"937" "A_07_P005300" "ECs1054" "b0970"
"938" "A_07_P005301" "ECs1128" "b0972"
"939" "A_07_P005310" "ECs1129" "b0973"
"940" "A_07_P005313" "ECs1130" "b0974"
"941" "A_07_P005317" "ECs1131" "b0975"
"942" "A_07_P005323" "ECs1132" "b0976"
"943" "A_07_P005328" "ECs1133" "b0977"
"944" "A_07_P005333" "ECs1134" "b0978"
"945" "A_07_P005337" "ECs1135" "b0979"
"946" "A_07_P005341" "ECs1136" "b0980"
"947" "A_07_P005350" "ECs1137" "b0981"
"948" "A_07_P005355" "ECs1138" "b0982"
"949" "A_07_P005356" "ECs1139" "b0983"
"950" "A_07_P005364" "ECs1140" "b0984"
"951" "A_07_P005368" "ECs1141" "b0985"
"952" "A_07_P005371" "ECs1142" "b0986"
"953" "A_07_P005379" "ECs1143" "b0987"
"954" "A_07_P005381" "ECs1372" "b0988"
"955" "A_07_P005389" "ECs1144" "b0989"
"956" "A_07_P005392" "ECs1145" "b0990"
"957" "A_07_P005415" "ECs4631" "b3696"
"958" "A_07_P005417" "ECs4632" "b3697"
"959" "A_07_P005425" "ECs4633" "b3698"
"960" "A_07_P005429" "ECs4634" "b3699"
"961" "A_07_P005432" "ECs4635" "b3700"
"962" "A_07_P005436" "ECs4636" "b3701"
"963" "A_07_P005441" "ECs4637" "b3702"
"964" "A_07_P005448" "ECs4639" "b3704"
"965" "A_07_P005451" "ECs4640" "b3705"
"966" "A_07_P005461" "ECs4645" "b3708"
"967" "A_07_P005466" "ECs4646" "b3709"
"968" "A_07_P005475" "ECs4647" "b3710"
"969" "A_07_P005476" "ECs4648" "b3711"
"970" "A_07_P005482" "ECs4649" "b3712"
"971" "A_07_P005486" "ECs4650" "b3713"
"976" "A_07_P005491" "ECs4651" "b3714"
"977" "A_07_P005542" "ECs4660" "b3724"
"978" "A_07_P005550" "ECs4661" "b3725"
"979" "A_07_P005555" "ECs4662" "b3726"
"980" "A_07_P005556" "ECs4663" "b3727"
"981" "A_07_P005561" "ECs4664" "b3728"
"982" "A_07_P005566" "ECs4671" "b3729"
"983" "A_07_P005571" "ECs4672" "b3730"
"984" "A_07_P005580" "ECs4673" "b3731"
"985" "A_07_P005582" "ECs4674" "b3732"
"986" "A_07_P005587" "ECs4675" "b3733"
"987" "A_07_P005591" "ECs4676" "b3734"
"988" "A_07_P005596" "ECs4677" "b3735"
"989" "A_07_P005604" "ECs4678" "b3736"
"990" "A_07_P005607" "ECs4679" "b3737"
"991" "A_07_P005614" "ECs4680" "b3738"
"992" "A_07_P005616" "ECs4681" "b3739"
"993" "A_07_P005623" "ECs4682" "b3740"
"994" "A_07_P005627" "ECs4683" "b3741"
"995" "A_07_P005634" "ECs4684" "b3742"
"996" "A_07_P005636" "ECs4685" "b3743"
"997" "A_07_P005641" "ECs4686" "b3744"
"998" "A_07_P005646" "ECs4687" "b3745"
"999" "A_07_P005654" "ECs4688" "b3746"
"1000" "A_07_P005658" "ECs4689" "b3747"
"1001" "A_07_P005662" "ECs4690" "b3748"
"1002" "A_07_P005669" "ECs4691" "b3749"
"1003" "A_07_P005671" "ECs4692" "b3750"
"1004" "A_07_P005677" "ECs4693" "b3751"
"1005" "A_07_P005685" "ECs4694" "b3752"
"1006" "A_07_P005686" "ECs4695" "b3753"
"1007" "A_07_P005693" "ECs4696" "b3754"
"1008" "A_07_P005698" "ECs4697" "b3755"
"1009" "A_07_P005705" "ECs4698" "b3762"
"1010" "A_07_P005708" "ECs4698" "b3763"
"1011" "A_07_P005711" "ECs4699" "b3764"
"1012" "A_07_P005720" "ECs4700" "b3765"
"1013" "A_07_P005722" "ECs4702" "b3767"
"1014" "A_07_P005727" "ECs4703" "b3769"
"1015" "A_07_P005731" "ECs4704" "b3770"
"1016" "A_07_P005736" "ECs4705" "b3771"
"1017" "A_07_P005741" "ECs4706" "b3772"
"1018" "A_07_P005750" "ECs4707" "b3773"
"1019" "A_07_P005751" "ECs4708" "b3774"
"1020" "A_07_P005759" "ECs4709" "b3775"
"1021" "A_07_P005761" "ECs4710" "b3776"
"1022" "A_07_P005766" "ECs4710" "b3777"
"1023" "A_07_P005771" "ECs4711" "b3778"
"1024" "A_07_P005780" "ECs4712" "b3779"
"1025" "A_07_P005782" "ECs4713" "b3780"
"1026" "A_07_P005789" "ECs4714" "b3781"
"1027" "A_07_P005791" "ECs4716" "b3783"
"1028" "A_07_P005799" "ECs4717" "b3784"
"1029" "A_07_P005801" "ECs4718" "b3785"
"1030" "A_07_P005810" "ECs4719" "b3786"
"1031" "A_07_P005811" "ECs4720" "b3787"
"1032" "A_07_P005816" "ECs4721" "b3788"
"1033" "A_07_P005823" "ECs4722" "b3789"
"1034" "A_07_P005826" "ECs4723" "b3790"
"1035" "A_07_P005832" "ECs4724" "b3791"
"1036" "A_07_P005838" "ECs4725" "b3792"
"1037" "A_07_P005842" "ECs4726" "b4404"
"1038" "A_07_P005848" "ECs4726" "b4405"
"1039" "A_07_P005852" "ECs4727" "b3793"
"1040" "A_07_P005860" "ECs4728" "b3794"
"1041" "A_07_P005861" "ECs4729" "b3795"
"1046" "A_07_P005867" "ECs4730" "b3800"
"1047" "A_07_P005873" "ECs4731" "b3801"
"1048" "A_07_P005880" "ECs4732" "b3802"
"1049" "A_07_P005885" "ECs4733" "b3803"
"1050" "A_07_P005889" "ECs4734" "b3804"
"1051" "A_07_P005892" "ECs4735" "b3805"
"1052" "A_07_P005898" "ECs4736" "b3806"
"1053" "A_07_P005904" "ECs4737" "b3807"
"1054" "A_07_P005909" "ECs4737" "b3808"
"1055" "A_07_P005914" "ECs4739" "b3809"
"1056" "A_07_P005917" "ECs4740" "b3810"
"1057" "A_07_P005923" "ECs4741" "b3811"
"1058" "A_07_P005927" "ECs4742" "b3812"
"1059" "A_07_P005932" "ECs4743" "b3813"
"1060" "A_07_P005938" "ECs4745" "b3814"
"1061" "A_07_P005945" "ECs4745" "b3815"
"1062" "A_07_P005948" "ECs4746" "b3816"
"1063" "A_07_P005965" "ECs4749" "b3819"
"1064" "A_07_P005970" "ECs4750" "b3820"
"1065" "A_07_P005971" "ECs4751" "b3821"
"1066" "A_07_P005980" "ECs4752" "b3822"
"1067" "A_07_P005985" "ECs3657" "b2797"
"1068" "A_07_P005989" "ECs3658" "b2798"
"1069" "A_07_P005991" "ECs3659" "b2799"
"1070" "A_07_P005999" "ECs3660" "b2800"
"1071" "A_07_P006001" "ECs3661" "b2801"
"1072" "A_07_P006006" "ECs3662" "b2802"
"1073" "A_07_P006014" "ECs3663" "b2803"
"1074" "A_07_P006018" "ECs3664" "b2804"
"1075" "A_07_P006024" "ECs3665" "b2805"
"1076" "A_07_P006026" "ECs3666" "b2806"
"1077" "A_07_P006031" "ECs3667" "b2807"
"1078" "A_07_P006036" "ECs3668" "b2808"
"1079" "A_07_P006042" "ECs3669" "b2809"
"1080" "A_07_P006050" "ECs3670" "b2810"
"1081" "A_07_P006052" "ECs3671" "b2811"
"1082" "A_07_P006060" "ECs3672" "b2812"
"1083" "A_07_P006061" "ECs3673" "b2813"
"1084" "A_07_P006068" "ECs3674" "b2817"
"1085" "A_07_P006074" "ECs3675" "b2818"
"1086" "A_07_P006076" "ECs3676" "b2819"
"1087" "A_07_P006083" "ECs3677" "b2820"
"1088" "A_07_P006090" "ECs3678" "b2821"
"1089" "A_07_P006092" "ECs3679" "b2822"
"1090" "A_07_P006097" "ECs3680" "b2823"
"1091" "A_07_P006104" "ECs3681" "b2824"
"1092" "A_07_P006110" "ECs3682" "b2825"
"1093" "A_07_P006115" "ECs3683" "b2826"
"1094" "A_07_P006119" "ECs3684" "b2827"
"1095" "A_07_P006126" "ECs3686" "b2829"
"1096" "A_07_P006135" "ECs3687" "b2830"
"1097" "A_07_P006136" "ECs3688" "b2831"
"1098" "A_07_P006141" "ECs3689" "b2832"
"1099" "A_07_P006149" "ECs3690" "b2833"
"1100" "A_07_P006155" "ECs3691" "b2834"
"1101" "A_07_P006156" "ECs3692" "b2835"
"1102" "A_07_P006161" "ECs3693" "b2836"
"1103" "A_07_P006169" "ECs3694" "b2837"
"1104" "A_07_P006174" "ECs3695" "b2838"
"1105" "A_07_P006179" "ECs3696" "b2839"
"1106" "A_07_P006185" "ECs3697" "b2840"
"1107" "A_07_P006186" "ECs3698" "b2841"
"1108" "A_07_P006191" "ECs3699" "b2842"
"1109" "A_07_P006198" "ECs3700" "b2843"
"1110" "A_07_P006203" "ECs3701" "b2844"
"1115" "A_07_P006207" "ECs3702" "b2845"
"1116" "A_07_P006215" "ECs3703" "b2846"
"1117" "A_07_P006225" "ECs3705" "b2848"
"1118" "A_07_P006226" "ECs3706" "b2849"
"1119" "A_07_P006238" "ECs3708" "b2851"
"1120" "A_07_P006257" "ECs3712" "b2855"
"1121" "A_07_P006262" "ECs3712" "b2856"
"1122" "A_07_P006266" "ECs3713" "b2857"
"1125" "A_07_P006287" "ECs3736" "b2863"
"1126" "A_07_P006295" "ECs3738" "b2865"
"1127" "A_07_P006300" "ECs3739" "b2866"
"1128" "A_07_P006310" "ECs3741" "b2868"
"1129" "A_07_P006312" "ECs3742" "b2869"
"1130" "A_07_P006316" "ECs3743" "b2870"
"1131" "A_07_P006321" "ECs3744" "b2871"
"1132" "A_07_P006326" "ECs3745" "b2872"
"1133" "A_07_P006331" "ECs3746" "b2873"
"1134" "A_07_P006336" "ECs3747" "b2874"
"1135" "A_07_P006342" "ECs3748" "b2875"
"1136" "A_07_P006347" "ECs3749" "b2876"
"1137" "A_07_P006352" "ECs3750" "b2877"
"1138" "A_07_P006359" "ECs3751" "b2878"
"1139" "A_07_P006362" "ECs3752" "b2879"
"1140" "A_07_P006368" "ECs3753" "b2880"
"1141" "A_07_P006371" "ECs3754" "b2881"
"1142" "A_07_P006377" "ECs3755" "b2882"
"1143" "A_07_P006382" "ECs3756" "b2883"
"1144" "A_07_P006388" "ECs3757" "b2884"
"1145" "A_07_P006392" "ECs3757" "b2885"
"1146" "A_07_P006405" "ECs3759" "b2887"
"1147" "A_07_P006408" "ECs3760" "b2888"
"1148" "A_07_P006415" "ECs3761" "b2889"
"1149" "A_07_P006416" "ECs3762" "b2890"
"1150" "A_07_P006421" "ECs3763" "b2891"
"1151" "A_07_P006426" "ECs3764" "b2892"
"1152" "A_07_P006435" "ECs3765" "b2893"
"1153" "A_07_P006436" "ECs3766" "b2894"
